,Price
4830,7476
4831,10413
4832,10261
4833,14151
4834,5176
4835,14714
4836,9314
4837,14714
4838,12192
4839,1759
4840,4744
4841,7229
4842,15029
4843,4462
4844,6300
4845,2575
4846,11087
4847,6305
4848,8290
4849,5769
4850,4990
4851,6135
4852,5733
4853,7670
4854,12819
4855,4823
4856,6979
4857,10493
4858,16111
4859,10651
4860,6600
4861,10919
4862,5198
4863,12778
4864,2754
4865,15129
4866,7255
4867,14486
4868,6591
4869,3573
4870,10262
4871,14388
4872,14714
4873,10368
4874,3384
4875,7742
4876,6386
4877,7229
4878,8891
4879,13587
4880,8227
4881,12125
4882,3873
4883,13377
4884,10953
4885,4622
4886,14231
4887,10262
4888,3943
4889,8610
4890,6717
4891,10877
4892,4775
4893,14571
4894,6205
4895,14151
4896,6637
4897,12074
4898,4804
4899,7252
4900,6069
4901,15554
4902,3850
4903,12940
4904,8844
4905,15190
4906,9134
4907,11822
4908,15078
4909,11005
4910,7006
4911,4259
4912,11762
4913,8147
4914,3841
4915,4174
4916,12898
4917,5583
4918,10262
4919,7229
4920,15129
4921,4668
4922,4990
4923,6985
4924,4823
4925,9345
4926,10844
4927,14657
4928,6818
4929,11543
4930,2175
4931,10844
4932,8040
4933,14571
4934,14571
4935,12898
4936,14848
4937,8283
4938,7229
4939,8405
4940,19266
4941,11038
4942,8016
4943,3384
4944,6573
4945,12819
4946,15129
4947,3943
4948,7832
4949,6860
4950,4823
4951,5228
4952,13364
4953,13555
4954,5277
4955,13243
4956,9794
4957,8016
4958,13377
4959,12692
4960,10697
4961,3384
4962,6734
4963,10844
4964,5228
4965,8891
4966,3384
4967,17057
4968,3480
4969,4423
4970,14178
4971,4760
4972,14151
4973,12681
4974,4886
4975,3807
4976,4804
4977,5694
4978,10197
4979,4077
4980,14781
4981,5224
4982,4804
4983,8586
4984,7662
4985,18550
4986,8610
4987,7229
4988,12009
4989,14151
4990,4729
4991,7931
4992,12898
4993,16289
4994,13292
4995,7618
4996,13377
4997,5192
4998,7268
4999,12384
5000,5694
5001,16338
5002,7198
5003,6540
5004,3210
5005,3873
5006,4483
5007,6752
5008,4823
5009,10203
5010,3873
5011,2017
5012,8586
5013,31825
5014,16057
5015,10262
5016,6593
5017,3971
5018,16289
5019,9314
5020,4030
5021,13587
5022,9314
5023,6253
5024,5192
5025,16372
5026,5403
5027,11200
5028,3858
5029,4174
5030,5411
5031,3175
5032,3858
5033,13941
5034,12182
5035,4990
5036,10539
5037,6860
5038,8001
5039,10262
5040,8085
5041,3419
5042,15164
5043,6565
5044,9254
5045,6857
5046,12140
5047,3841
5048,14781
5049,8372
5050,8607
5051,13587
5052,15554
5053,10844
5054,4392
5055,6961
5056,8907
5057,6442
5058,8586
5059,13486
5060,3100
5061,15812
5062,5201
5063,9413
5064,13591
5065,5678
5066,6781
5067,7832
5068,14053
5069,10703
5070,13727
5071,7408
5072,20800
5073,11911
5074,5403
5075,13469
5076,11270
5077,6152
5078,12452
5079,10844
5080,8216
5081,13626
5082,7084
5083,7575
5084,6781
5085,6478
5086,2385
5087,9385
5088,5048
5089,5058
5090,11269
5091,7363
5092,11762
5093,15764
5094,10262
5095,10919
5096,10262
5097,11883
5098,3847
5099,5678
5100,8662
5101,12898
5102,4423
5103,8991
5104,5409
5105,6442
5106,9941
5107,6494
5108,7198
5109,7110
5110,11087
5111,4804
5112,4823
5113,14151
5114,10791
5115,7980
5116,6587
5117,3687
5118,13307
5119,2050
5120,10197
5121,4668
5122,4990
5123,4049
5124,7933
5125,4049
5126,6645
5127,8040
5128,8098
5129,10262
5130,12284
5131,10262
5132,4990
5133,12568
5134,11841
5135,18371
5136,23267
5137,13067
5138,5277
5139,13879
5140,4174
5141,10178
5142,13882
5143,4878
5144,4668
5145,10844
5146,7005
5147,12898
5148,9929
5149,14714
5150,6094
5151,16736
5152,7229
5153,8882
5154,10197
5155,4804
5156,13628
5157,6216
5158,7480
5159,11936
5160,3859
5161,8586
5162,21730
5163,6628
5164,10151
5165,11467
5166,7010
5167,7229
5168,8033
5169,7229
5170,6911
5171,14300
5172,13033
5173,3943
5174,6205
5175,14871
5176,5678
5177,16108
5178,17261
5179,3311
5180,4174
5181,4823
5182,8425
5183,7229
5184,5281
5185,17549
5186,13797
5187,4823
5188,7258
5189,18192
5190,13899
5191,10844
5192,14151
5193,15147
5194,3898
5195,6818
5196,14781
5197,5192
5198,14441
5199,14151
5200,4226
5201,13381
5202,10678
5203,12242
5204,4995
5205,10262
5206,3841
5207,9663
5208,5224
5209,14533
5210,2017
5211,5769
5212,11622
5213,4823
5214,7832
5215,9001
5216,2754
5217,7229
5218,6937
5219,13033
5220,3625
5221,13292
5222,12778
5223,3841
5224,2227
5225,6171
5226,10676
5227,13014
5228,2754
5229,8367
5230,5177
5231,4174
5232,9794
5233,10486
5234,15058
5235,4804
5236,17024
5237,8855
5238,8372
5239,4050
5240,7229
5241,2385
5242,3898
5243,6860
5244,6749
5245,15107
5246,10368
5247,7832
5248,2385
5249,4804
5250,8236
5251,6416
5252,10262
5253,14714
5254,7646
5255,7480
5256,11982
5257,8309
5258,13344
5259,4227
5260,9706
5261,2017
5262,6442
5263,8016
5264,5298
5265,4878
5266,10262
5267,4176
5268,5883
5269,12717
5270,3850
5271,3597
5272,2175
5273,7080
5274,8849
5275,9899
5276,4878
5277,7787
5278,3597
5279,5281
5280,9345
5281,6442
5282,6838
5283,3597
5284,3173
5285,13377
5286,9314
5287,9856
5288,8372
5289,7064
5290,4804
5291,13029
5292,7640
5293,22270
5294,4441
5295,12898
5296,7064
5297,10844
5298,4174
5299,8529
5300,3625
5301,3419
5302,3850
5303,12802
5304,9748
5305,6104
5306,3943
5307,7514
5308,18308
5309,17327
5310,8892
5311,9794
5312,4423
5313,10844
5314,15554
5315,11982
5316,4049
5317,5618
5318,13591
5319,9508
5320,3543
5321,7229
5322,4668
5323,14388
5324,10844
5325,7690
5326,13067
5327,1965
5328,16289
5329,10203
5330,15149
5331,9345
5332,2017
5333,9345
5334,6528
5335,15603
5336,13376
5337,5583
5338,10577
5339,10651
5340,7594
5341,6857
5342,4423
5343,13344
5344,3971
5345,18371
5346,6643
5347,15077
5348,6121
5349,5755
5350,4487
5351,5158
5352,8586
5353,3100
5354,3210
5355,12373
5356,15135
5357,13292
5358,2017
5359,10919
5360,12395
5361,3543
5362,2228
5363,8236
5364,11410
5365,15129
5366,3514
5367,13469
5368,3943
5369,7608
5370,6961
5371,12042
5372,62427
5373,9586
5374,3543
5375,13882
5376,8781
5377,5192
5378,6442
5379,15554
5380,10844
5381,2754
5382,14067
5383,5140
5384,8330
5385,5678
5386,11087
5387,18558
5388,16000
5389,3573
5390,7670
5391,12819
5392,4878
5393,11507
5394,8759
5395,10262
5396,10975
5397,10262
5398,6007
5399,3858
5400,6412
5401,6245
5402,9968
5403,18260
5404,8855
5405,10844
5406,3597
5407,13067
5408,13817
5409,11602
5410,13941
5411,14151
5412,3943
5413,10844
5414,2753
5415,14714
5416,9646
5417,15554
5418,13261
5419,11087
5420,11507
5421,9424
5422,4937
5423,3257
5424,4823
5425,5277
5426,3873
5427,10844
5428,7198
5429,6094
5430,3943
5431,3943
5432,12681
5433,5613
5434,3873
5435,12898
5436,15129
5437,3911
5438,6015
5439,54826
5440,5073
5441,4326
5442,9443
5443,8040
5444,7229
5445,3943
5446,14195
5447,13292
5448,4174
5449,16736
5450,5198
5451,15058
5452,5073
5453,10197
5454,3543
5455,7229
5456,10966
5457,11134
5458,3807
5459,5228
5460,3597
5461,4483
5462,10262
5463,5158
5464,6010
5465,13376
5466,11543
5467,15342
5468,6309
5469,5823
5470,5403
5471,3873
5472,12898
5473,6979
5474,13437
5475,6017
5476,14053
5477,7295
5478,13044
5479,4030
5480,13942
5481,14781
5482,3579
5483,10231
5484,5530
5485,10844
5486,8372
5487,16289
5488,11701
5489,11269
5490,9385
5491,14151
5492,4544
5493,11087
5494,5224
5495,4804
5496,6901
5497,5999
5498,5403
5499,13014
5500,4995
5501,13941
5502,11507
5503,12192
5504,7198
5505,5000
5506,3841
5507,12347
5508,11982
5509,13029
5510,16736
5511,4174
5512,3841
5513,17024
5514,3943
5515,6442
5516,11762
5517,4174
5518,4804
5519,13377
5520,7229
5521,8855
5522,7741
5523,22270
5524,7740
5525,14960
5526,12032
5527,5462
5528,12347
5529,3145
5530,7832
5531,4804
5532,10482
5533,12373
5534,10478
5535,13029
5536,6482
5537,15554
5538,11789
5539,9413
5540,7662
5541,7888
5542,5192
5543,6007
5544,12898
5545,11885
5546,14360
5547,14330
5548,6076
5549,4622
5550,14388
5551,9794
5552,4804
5553,9663
5554,5842
5555,15603
5556,5618
5557,6565
5558,5221
5559,10368
5560,7480
5561,13882
5562,6442
5563,4823
5564,3873
5565,12121
5566,4423
5567,5510
5568,7229
5569,10577
5570,8040
5571,14714
5572,7229
5573,6653
5574,6442
5575,4804
5576,9417
5577,10844
5578,7229
5579,15400
5580,6416
5581,5176
5582,9264
5583,13587
5584,3597
5585,4282
5586,4995
5587,4804
5588,10844
5589,14714
5590,14571
5591,7832
5592,11467
5593,10953
5594,4148
5595,3873
5596,3943
5597,6151
5598,12080
5599,13584
5600,6979
5601,4482
5602,6284
5603,4226
5604,6442
5605,12373
5606,11297
5607,14083
5608,7202
5609,11667
5610,10844
5611,5932
5612,9001
5613,13469
5614,2227
5615,5636
5616,15965
5617,5054
5618,5999
5619,4823
5620,8479
5621,8452
5622,14924
5623,10441
5624,7485
5625,6478
5626,15129
5627,3809
5628,18581
5629,5224
5630,8330
5631,6961
5632,10262
5633,2754
5634,13727
5635,3898
5636,11087
5637,3383
5638,12557
5639,8273
5640,9736
5641,10262
5642,11664
5643,4591
5644,13502
5645,8372
5646,6121
5647,5613
5648,5298
5649,15764
5650,6253
5651,8586
5652,12273
5653,2227
5654,5769
5655,6216
5656,6386
5657,16108
5658,3873
5659,6270
5660,5911
5661,15077
5662,31825
5663,8479
5664,9397
5665,10262
5666,4729
5667,14714
5668,4804
5669,4804
5670,2050
5671,8371
5672,12192
5673,14629
5674,4823
5675,14323
5676,15129
5677,6758
5678,14848
5679,12358
5680,4030
5681,4960
5682,8656
5683,14871
5684,4563
5685,4784
5686,4823
5687,3687
5688,7229
5689,7229
5690,7174
5691,11071
5692,6979
5693,3850
5694,13044
5695,12373
5696,13801
5697,4823
5698,6587
5699,2227
5700,14151
5701,25430
5702,4319
5703,14462
5704,8586
5705,7662
5706,4995
5707,7408
5708,5678
5709,5678
5710,26890
5711,13904
5712,15318
5713,8452
5714,6314
5715,10203
5716,3597
5717,8266
5718,12373
5719,36235
5720,14871
5721,7229
5722,4804
5723,7303
5724,13587
5725,7740
5726,7295
5727,18916
5728,8266
5729,12373
5730,11188
5731,14151
5732,14714
5733,7229
5734,12242
5735,9134
5736,3943
5737,6961
5738,23843
5739,3597
5740,7408
5741,3257
5742,1965
5743,9100
5744,3100
5745,26890
5746,8016
5747,12173
5748,8784
5749,5298
5750,11087
5751,5409
5752,5842
5753,2228
5754,3543
5755,7228
5756,6287
5757,13377
5758,6985
5759,8372
5760,14687
5761,9564
5762,12080
5763,18275
5764,6093
5765,14861
5766,4804
5767,9314
5768,9794
5769,13029
5770,3841
5771,12284
5772,14714
5773,7064
5774,5198
5775,14781
5776,13381
5777,6094
5778,5298
5779,7408
5780,14388
5781,9443
5782,11762
5783,7480
5784,5406
5785,9564
5786,10368
5787,5636
5788,1965
5789,12739
5790,4148
5791,7191
5792,10262
5793,12312
5794,10262
5795,9564
5796,13759
5797,8610
5798,14714
5799,4823
5800,6451
5801,16079
5802,7202
5803,4944
5804,3625
5805,9663
5806,9794
5807,2437
5808,13377
5809,8586
5810,19225
5811,15554
5812,12121
5813,3943
5814,13555
5815,4990
5816,8854
5817,7878
5818,8028
5819,8586
5820,15164
5821,12284
5822,4995
5823,10051
5824,9663
5825,14424
5826,14714
5827,3100
5828,6493
5829,14571
5830,10368
5831,14714
5832,3543
5833,6810
5834,5201
5835,13377
5836,14629
5837,6093
5838,15419
5839,13484
5840,8372
5841,8534
5842,4030
5843,13292
5844,13014
5845,16754
5846,6565
5847,16079
5848,11507
5849,12395
5850,22153
5851,10919
5852,13759
5853,6094
5854,11542
5855,13376
5856,25735
5857,17471
5858,10844
5859,8372
5860,3858
5861,5694
5862,17234
5863,11546
5864,8028
5865,8016
5866,10413
5867,11948
5868,3205
5869,4423
5870,4878
5871,5912
5872,11411
5873,7618
5874,7229
5875,6147
5876,14237
5877,6101
5878,12324
5879,18387
5880,10262
5881,10262
5882,7229
5883,3807
5884,7695
5885,12723
5886,2175
5887,6628
5888,13376
5889,4148
5890,9254
5891,8016
5892,4030
5893,5198
5894,4409
5895,10082
5896,9663
5897,3971
5898,6297
5899,3573
5900,10844
5901,4423
5902,19225
5903,6297
5904,3849
5905,15078
5906,4205
5907,5228
5908,7408
5909,7229
5910,10919
5911,4544
5912,6540
5913,9483
5914,16079
5915,13377
5916,4823
5917,14151
5918,6095
5919,12029
5920,4437
5921,3419
5922,3943
5923,13542
5924,7174
5925,7417
5926,16704
5927,4435
5928,11432
5929,3383
5930,4804
5931,3383
5932,6991
5933,10441
5934,5073
5935,7695
5936,7480
5937,10262
5938,13817
5939,13067
5940,1965
5941,6674
5942,16172
5943,7268
5944,17524
5945,7888
5946,2754
5947,10573
5948,11789
5949,13067
5950,4238
5951,9794
5952,7615
5953,11664
5954,7064
5955,3809
5956,3841
5957,6795
5958,4565
5959,12351
5960,5021
5961,10467
5962,6121
5963,6300
5964,10715
5965,5510
5966,6144
5967,19329
5968,13253
5969,13941
5970,4488
5971,3841
5972,7575
5973,9968
5974,15129
5975,4864
5976,7480
5977,15867
5978,13067
5979,8366
5980,21571
5981,4282
5982,13591
5983,7927
5984,14714
5985,11087
5986,28322
5987,9314
5988,7060
5989,7900
5990,5678
5991,4860
5992,2017
5993,5069
5994,9397
5995,5073
5996,15145
5997,8099
5998,14594
5999,4729
6000,4804
6001,19644
6002,8656
6003,13014
6004,6442
6005,12373
6006,10539
6007,10844
6008,8452
6009,7144
6010,5126
6011,6795
6012,8586
6013,4439
6014,6205
6015,4284
6016,14571
6017,3807
6018,3850
6019,8479
6020,8073
6021,3943
6022,4332
6023,4174
6024,14594
6025,11507
6026,6093
6027,8033
6028,4823
6029,13292
6030,9526
6031,3815
6032,3597
6033,13376
6034,2017
6035,11853
6036,10262
6037,3859
6038,12744
6039,18485
6040,13227
6041,3597
6042,4804
6043,4423
6044,10262
6045,3543
6046,4174
6047,7084
6048,14960
6049,13339
6050,7229
6051,6818
6052,13376
6053,6316
6054,5201
6055,10958
6056,3858
6057,10262
6058,8996
6059,8098
6060,3543
6061,10529
6062,7438
6063,12373
6064,4823
6065,5769
6066,9042
6067,4697
6068,10844
6069,8420
6070,7563
6071,7480
6072,4030
6073,6513
6074,8355
6075,16655
6076,10844
6077,3873
6078,5224
6079,10844
6080,4778
6081,16289
6082,5674
6083,12854
6084,8425
6085,9328
6086,17057
6087,7229
6088,14871
6089,14300
6090,8529
6091,10877
6092,5386
6093,11622
6094,10197
6095,8028
6096,2754
6097,6781
6098,3841
6099,8266
6100,6144
6101,4544
6102,14441
6103,3100
6104,13067
6105,8529
6106,6442
6107,6480
6108,11003
6109,4668
6110,13941
6111,8820
6112,9064
6113,10844
6114,15129
6115,6513
6116,14676
6117,4823
6118,4174
6119,19172
6120,4423
6121,3873
6122,7189
6123,13731
6124,14151
6125,4667
6126,8834
6127,11467
6128,12395
6129,7858
6130,4804
6131,13469
6132,7673
6133,14151
6134,10262
6135,13014
6136,12373
6137,11399
6138,3971
6139,6007
6140,6383
6141,5740
6142,1965
6143,5935
6144,4174
6145,7738
6146,10441
6147,3100
6148,14714
6149,9135
6150,7893
6151,12121
6152,6094
6153,4423
6154,7832
6155,5403
6156,3841
6157,11093
6158,7229
6159,4823
6160,11467
6161,6111
6162,8066
6163,7258
6164,4729
6165,15135
6166,12718
6167,5678
6168,5298
6169,14815
6170,13014
6171,4491
6172,11421
6173,12284
6174,7229
6175,4823
6176,12898
6177,13587
6178,12373
6179,5999
6180,10907
6181,14151
6182,4591
6183,19225
6184,9663
6185,10844
6186,13727
6187,14151
6188,10262
6189,3873
6190,13014
6191,5510
6192,17282
6193,6653
6194,12214
6195,3625
6196,6860
6197,3876
6198,5613
6199,8971
6200,4030
6201,8075
6202,7005
6203,4778
6204,3687
6205,10262
6206,15113
6207,6979
6208,6717
6209,16736
6210,7192
6211,4226
6212,9627
6213,4757
6214,14571
6215,5162
6216,10844
6217,3815
6218,17261
6219,16736
6220,3841
6221,10844
6222,6838
6223,6612
6224,8851
6225,12395
6226,4282
6227,14781
6228,9646
6229,6628
6230,4668
6231,16863
6232,12192
6233,12719
6234,12898
6235,10262
6236,7804
6237,4174
6238,2227
6239,11087
6240,11667
6241,7931
6242,5277
6243,13626
6244,12373
6245,10031
6246,10844
6247,6591
6248,5406
6249,10844
6250,2017
6251,12373
6252,8669
6253,6151
6254,10348
6255,8016
6256,4823
6257,5510
6258,3100
6259,10262
6260,14714
6261,10262
6262,6961
6263,6206
6264,7904
6265,12819
6266,10262
6267,4591
6268,10368
6269,11142
6270,4729
6271,9424
6272,15136
6273,12199
6274,10262
6275,4729
6276,3841
6277,14388
6278,2754
6279,12358
6280,6117
6281,15129
6282,14388
6283,7480
6284,10791
6285,12452
6286,4226
6287,5403
6288,9646
6289,4282
6290,7845
6291,3384
6292,4823
6293,3597
6294,13587
6295,13474
6296,3384
6297,15129
6298,8586
6299,4591
6300,13882
6301,18286
6302,5192
6303,11118
6304,14871
6305,15107
6306,8669
6307,5171
6308,8529
6309,7438
6310,6206
6311,7171
6312,14151
6313,14939
6314,25735
6315,13882
6316,9555
6317,4804
6318,6627
6319,8586
6320,4804
6321,17135
6322,15554
6323,6838
6324,8258
6325,8213
6326,12192
6327,14848
6328,4148
6329,10844
6330,10844
6331,6795
6332,14781
6333,6582
6334,3919
6335,9646
6336,7744
6337,11733
6338,10262
6339,17524
6340,3603
6341,7564
6342,7005
6343,14871
6344,4282
6345,15129
6346,6752
6347,6094
6348,3175
6349,8266
6350,6722
6351,3873
6352,2575
6353,7787
6354,9257
6355,4030
6356,4991
6357,9861
6358,10406
6359,7229
6360,7670
6361,14300
6362,8452
6363,3873
6364,6853
6365,7229
6366,7229
6367,14714
6368,4804
6369,11465
6370,4591
6371,6628
6372,8025
6373,6152
6374,3943
6375,9187
6376,9187
6377,15164
6378,10276
6379,12192
6380,5554
6381,6377
6382,6232
6383,6496
6384,4823
6385,6116
6386,7757
6387,8266
6388,3873
6389,11841
6390,4804
6391,3943
6392,15898
6393,14151
6394,10577
6395,4441
6396,5177
6397,4460
6398,13727
6399,14714
6400,10588
6401,7438
6402,12677
6403,14714
6404,2754
6405,6494
6406,5607
6407,25735
6408,4823
6409,2050
6410,12127
6411,13377
6412,7229
6413,6216
6414,8456
6415,15129
6416,13817
6417,6296
6418,5170
6419,3919
6420,4823
6421,10262
6422,13882
6423,13587
6424,11848
6425,11678
6426,4823
6427,3919
6428,11982
6429,10703
6430,10844
6431,10844
6432,3175
6433,9929
6434,19225
6435,2017
6436,7832
6437,9663
6438,7005
6439,3175
6440,5006
6441,9526
6442,13292
6443,6058
6444,10493
6445,10844
6446,10953
6447,10844
6448,10539
6449,13292
6450,6741
6451,14571
6452,14781
6453,3838
6454,5201
6455,8759
6456,6195
6457,3100
6458,5975
6459,10844
6460,16079
6461,3543
6462,3841
6463,10262
6464,12692
6465,3850
6466,12373
6467,3100
6468,4878
6469,15129
6470,9845
6471,4077
6472,9315
6473,14781
6474,17327
6475,9481
6476,8938
6477,14388
6478,5704
6479,3898
6480,5678
6481,6937
6482,2754
6483,2647
6484,4226
6485,4239
6486,9165
6487,18308
6488,14486
6489,4282
6490,13587
6491,13587
6492,6645
6493,4423
6494,11518
6495,13759
6496,3625
6497,4148
6498,5613
6499,14298
6500,7832
6501,6442
6502,5678
6503,7064
6504,14151
6505,3419
6506,15554
6507,13859
6508,3847
6509,7657
6510,13547
6511,7229
6512,13376
6513,2227
6514,3971
6515,6628
6516,13584
6517,4148
6518,14571
6519,3841
6520,5198
6521,3383
6522,7202
6523,5021
6524,4239
6525,15129
6526,21520
6527,7673
6528,4823
6529,15190
6530,14781
6531,4804
6532,10262
6533,7503
6534,8016
6535,4049
6536,12389
6537,3597
6538,13727
6539,5678
6540,7670
6541,10844
6542,7064
6543,8930
6544,4282
6545,4823
6546,12373
6547,11087
6548,16079
6549,5601
6550,2753
6551,12898
6552,15603
6553,4174
6554,6144
6555,14781
6556,6195
6557,8586
6558,11934
6559,14424
6560,18581
6561,13941
6562,7229
6563,3873
6564,14714
6565,11245
6566,6104
6567,7094
6568,10031
6569,13941
6570,7198
6571,3873
6572,5747
6573,3100
6574,8996
6575,9103
6576,31825
6577,14781
6578,7229
6579,10067
6580,10909
6581,4804
6582,4050
6583,14151
6584,3841
6585,14781
6586,9870
6587,8907
6588,26890
6589,6195
6590,7832
6591,11269
6592,5613
6593,4284
6594,4668
6595,15197
6596,9899
6597,3948
6598,10405
6599,15419
6600,15135
6601,13369
6602,18804
6603,6751
6604,10203
6605,27992
6606,12488
6607,5198
6608,7229
6609,12723
6610,13169
6611,8366
6612,7670
6613,7229
6614,4668
6615,8327
6616,12898
6617,4226
6618,10262
6619,10678
6620,8052
6621,3898
6622,3807
6623,6838
6624,13014
6625,5224
6626,13377
6627,6633
6628,5192
6629,4591
6630,4880
6631,7229
6632,12373
6633,6094
6634,10262
6635,15439
6636,4077
6637,4632
6638,12692
6639,3480
6640,19360
6641,9134
6642,13587
6643,15554
6644,7229
6645,7514
6646,13587
6647,7229
6648,10262
6649,14871
6650,10529
6651,6442
6652,5170
6653,6442
6654,3419
6655,17261
6656,3543
6657,3383
6658,9181
6659,11087
6660,7229
6661,11249
6662,16736
6663,10262
6664,10262
6665,5678
6666,8307
6667,7690
6668,16704
6669,10315
6670,15129
6671,12173
6672,4227
6673,3943
6674,7229
6675,8610
6676,7303
6677,10972
6678,7670
6679,8372
6680,6628
6681,10262
6682,14178
6683,8518
6684,13376
6685,8452
6686,18371
6687,1965
6688,10368
6689,11467
6690,14781
6691,9535
6692,2050
6693,10368
6694,10031
6695,4491
6696,7229
6697,11401
6698,3597
6699,7927
6700,4174
6701,10203
6702,8610
6703,5769
6704,5644
6705,5769
6706,7229
6707,4226
6708,4588
6709,4995
6710,5406
6711,3873
6712,17024
6713,5158
6714,8040
6715,10844
6716,4667
6717,5678
6718,12513
6719,8016
6720,3543
6721,5963
6722,14781
6723,12373
6724,3210
6725,9134
6726,10919
6727,4575
6728,5601
6729,14151
6730,10151
6731,5403
6732,6147
6733,4804
6734,8371
6735,13014
6736,3383
6737,7298
6738,4544
6739,15147
6740,10782
6741,6027
6742,10919
6743,6681
6744,3943
6745,12898
6746,6628
6747,5022
6748,12698
6749,10794
6750,6416
6751,4622
6752,3943
6753,4508
6754,8452
6755,13437
6756,11982
6757,10844
6758,15129
6759,14714
6760,6093
6761,5307
6762,10188
6763,14571
6764,10976
6765,10844
6766,4488
6767,8582
6768,10262
6769,8662
6770,4777
6771,2071
6772,11087
6773,5228
6774,12996
6775,16736
6776,13941
6777,9166
6778,12677
6779,4405
6780,12121
6781,6121
6782,14388
6783,11467
6784,13817
6785,3100
6786,8266
6787,13759
6788,3943
6789,12327
6790,4049
6791,3573
6792,4409
6793,6565
6794,4174
6795,4030
6796,4082
6797,6117
6798,6163
6799,6540
6800,4649
6801,10262
6802,5613
6803,6144
6804,13067
6805,7608
6806,7198
6807,13941
6808,10368
6809,3543
6810,4462
6811,8005
6812,7064
6813,12121
6814,8918
6815,8891
6816,10203
6817,8073
6818,11237
6819,13376
6820,6513
6821,13731
6822,7064
6823,16736
6824,8586
6825,11789
6826,5224
6827,6834
6828,6316
6829,11869
6830,4384
6831,5644
6832,19681
6833,13377
6834,10090
6835,20845
6836,4878
6837,2227
6838,6442
6839,3257
6840,7229
6841,15164
6842,10067
6843,5674
6844,20800
6845,7144
6846,6094
6847,4050
6848,3859
6849,11664
6850,7731
6851,12692
6852,11307
6853,8586
6854,5746
6855,13378
6856,7486
6857,7298
6858,7005
6859,4804
6860,16162
6861,3419
6862,5192
6863,4409
6864,7229
6865,5397
6866,6542
6867,5281
6868,8266
6869,10262
6870,11105
6871,4544
6872,4960
6873,16736
6874,13377
6875,2227
6876,3100
6877,3100
6878,3873
6879,5232
6880,3359
6881,6144
6882,7725
6883,4441
6884,10703
6885,8529
6886,14973
6887,14571
6888,3257
6889,11087
6890,3873
6891,4423
6892,11753
6893,14571
6894,8475
6895,13941
6896,16079
6897,13399
6898,9653
6899,14714
6900,3383
6901,22270
6902,5944
6903,9663
6904,7740
6905,7211
6906,7229
6907,4174
6908,5170
6909,15135
6910,4649
6911,4668
6912,7480
6913,6121
6914,15129
6915,7452
6916,10539
6917,7648
6918,3925
6919,3597
6920,8586
6921,13591
6922,9646
6923,4668
6924,10203
6925,7932
6926,7893
6927,13029
6928,10262
6929,3574
6930,8759
6931,13502
6932,6528
6933,6017
6934,5613
6935,8040
6936,5694
6937,12898
6938,5192
6939,14714
6940,13817
6941,14714
6942,3597
6943,6121
6944,11642
6945,15764
6946,4804
6947,13223
6948,3858
6949,6795
6950,8327
6951,8907
6952,7095
6953,6902
6954,13029
6955,8372
6956,10844
6957,4384
6958,12121
6959,11467
6960,6860
6961,11241
6962,13759
6963,4226
6964,9274
6965,12192
6966,4804
6967,10262
6968,10262
6969,3175
6970,12898
6971,9564
6972,12819
6973,15187
6974,12802
6975,4804
6976,6300
6977,3873
6978,5224
6979,5228
6980,8065
6981,4441
6982,7354
6983,6094
6984,7064
6985,13292
6986,13376
6987,7791
6988,7480
6989,5069
6990,3257
6991,34273
6992,16704
6993,11432
6994,4307
6995,13029
6996,3100
6997,10031
6998,3841
6999,4030
7000,10441
7001,14221
7002,10262
7003,7229
7004,8033
7005,6818
7006,7485
7007,3971
7008,3597
7009,5678
7010,8366
7011,11753
7012,3841
7013,9345
7014,15107
7015,9646
7016,10262
7017,8456
7018,3841
7019,12537
7020,4804
7021,7005
7022,13587
7023,4050
7024,4148
7025,3850
7026,4591
7027,8016
7028,4804
7029,13941
7030,7006
7031,14015
7032,11087
7033,5647
7034,8745
7035,8016
7036,7202
7037,5963
7038,9646
7039,3100
7040,4148
7041,4823
7042,3841
7043,13014
7044,10262
7045,2575
7046,19225
7047,4174
7048,7870
7049,7934
7050,11360
7051,6442
7052,10262
7053,6732
7054,4668
7055,6258
7056,16108
7057,14871
7058,4483
7059,8066
7060,9946
7061,6027
7062,10262
7063,10844
7064,8586
7065,6015
7066,4990
7067,10844
7068,13377
7069,12257
7070,4804
7071,10008
7072,3597
7073,3419
7074,16289
7075,10844
7076,9526
7077,8849
7078,6121
7079,12347
7080,5613
7081,18253
7082,14848
7083,4995
7084,4591
7085,4462
7086,12898
7087,12032
7088,13029
7089,3543
7090,8851
7091,14714
7092,3841
7093,7531
7094,7845
7095,9663
7096,5678
7097,5780
7098,3841
7099,7174
7100,13616
7101,18275
7102,14482
7103,7662
7104,11281
7105,6117
7106,4423
7107,9416
7108,6961
7109,13376
7110,4239
7111,13727
7112,13067
7113,6961
7114,7064
7115,8784
7116,13941
7117,15058
7118,6451
7119,13014
7120,22794
7121,6922
7122,7229
7123,13587
7124,11228
7125,4282
7126,12284
7127,10262
7128,6741
7129,3943
7130,7662
7131,8586
7132,5117
7133,13376
7134,5298
7135,4632
7136,13014
7137,12649
7138,6303
7139,11560
7140,4823
7141,7031
7142,4423
7143,10975
7144,3873
7145,4107
7146,11087
7147,10529
7148,6138
7149,13817
7150,6093
7151,5678
7152,7893
7153,6121
7154,4544
7155,14714
7156,14388
7157,16108
7158,12402
7159,12384
7160,6094
7161,5276
